,movie_id,movie_name,Action,Action/Adventure,Adventure,Black-and-white,Comedy,Crime Fiction,Drama,Family Film,Horror,Indie,Romance Film,Short Film,Thriller,World cinema
17911,20354125,The Black Tent,0,1,1,0,0,0,1,0,0,0,1,0,0,0
15203,872386,Papillon,1,1,1,0,0,1,1,0,0,0,0,0,1,0
5984,1744593,Miss Congeniality 2: Armed and Fabulous,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24633,153372,Iron Eagle,1,1,1,0,0,0,0,0,0,0,0,0,1,0
27045,2222699,Rush Hour 3,1,1,0,0,1,1,0,0,0,0,0,0,1,0
23359,67427,The Glimmer Man,1,1,0,0,0,1,0,0,0,0,0,0,1,0
25619,8644405,Road House 2: Last Call,1,1,0,0,0,0,0,0,0,0,0,0,1,0
17282,590462,Once Upon a Time in Mexico,1,1,1,0,0,0,1,0,0,0,0,0,1,0
40394,12439689,Invisible Target,1,1,0,0,0,1,0,0,0,0,0,0,1,1
16608,13033252,The Substitute 2: School's Out,1,1,0,0,0,0,0,0,0,0,0,0,1,0
13310,1891886,V for Vendetta,1,1,0,0,0,0,1,0,0,0,0,0,1,0
12635,2169886,Executive Action,1,1,0,0,0,1,1,0,0,0,0,0,0,0
13689,33876872,The Legion of Missing Men,1,1,1,0,0,0,0,0,0,0,0,0,0,0
38941,2020413,Savage Dawn,1,1,0,0,0,0,1,0,0,1,0,0,1,0
41814,3838108,Gasbags,1,1,1,0,1,0,0,0,0,0,0,0,0,0
25492,2021700,Mission: Impossible III,1,1,0,0,0,0,0,0,0,0,0,0,1,0
14500,1889426,Kiss Kiss Bang Bang,1,1,0,0,1,1,0,0,0,0,0,0,1,0
13129,68245,Bonnie and Clyde,1,1,0,0,0,1,1,0,0,0,1,0,0,0
19633,3948455,Universal Soldier,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2513,25748112,Capitaine Conan,0,1,0,0,0,0,1,0,0,0,0,0,0,1
23551,766348,Dead Bang,1,1,0,0,0,1,1,0,0,0,0,0,1,0
5345,8819339,Robinson Crusoe,0,1,1,0,0,0,1,0,0,0,0,0,0,1
37059,21212647,Post Impact,1,1,1,0,0,0,0,0,0,0,0,0,0,0
35181,30651508,State Property,1,1,0,0,0,1,1,0,0,1,0,0,0,0
18546,1974729,"Tarzan, the Ape Man",1,1,1,0,1,0,0,0,0,0,0,0,0,0
38679,8009901,Shaolin Temple 2: Kids from Shaolin,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22494,602965,Sky Captain and the World of Tomorrow,1,1,1,0,0,0,0,0,0,0,0,0,1,0
10217,25222645,Street Law,1,1,0,0,0,1,0,0,0,0,0,0,1,1
27961,682257,Set It Off,1,1,1,0,0,1,1,0,0,0,0,0,1,0
4003,2461592,Casino Royale,1,1,0,0,1,0,0,0,0,0,0,0,0,0
32115,8994,Das Boot,1,1,0,0,0,0,1,0,0,0,0,0,1,1
38853,4513433,The Defender,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6309,8541076,Aan: Men at Work,1,1,0,0,0,0,0,0,0,0,0,0,1,1
33764,14686017,Downtown,1,1,0,0,1,1,1,0,0,0,0,0,1,0
35649,19870531,Modern Vampires,1,1,0,0,0,0,0,0,1,0,0,0,1,0
14989,27200389,Seven Ways from Sundown,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4138,27369092,Zandy's Bride,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9662,12161086,Alien Thunder,1,1,0,0,0,0,1,0,0,1,0,0,0,0
34938,326446,El Mariachi,1,1,0,0,0,0,0,0,0,1,0,0,1,1
34201,1339188,Popeye,1,1,1,0,1,0,0,1,0,0,0,0,0,0
24051,28694354,The Battle of Rogue River,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24550,8220284,"A Man, a Woman, and a Bank",1,1,0,0,1,1,0,0,0,0,1,0,0,0
11312,2556838,Chisum,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19417,31106274,22 Bullets,1,1,0,0,0,1,0,0,0,0,0,0,1,1
35045,2832604,The Desert Fox: The Story of Rommel,1,1,0,1,0,0,1,0,0,0,0,0,0,0
16146,8125563,Judgement Day,1,1,0,0,0,0,0,0,0,0,0,0,1,0
29701,2714347,The Chosen One: Legend of the Raven,1,1,0,0,0,0,0,0,0,0,0,0,1,0
26324,3278100,3 Ninjas Kick Back,1,1,1,0,1,0,0,1,0,0,0,0,0,0
25326,5272176,End Game,1,1,0,0,0,0,1,0,0,0,0,0,1,0
20385,2490812,Tremors 2: Aftershocks,1,1,0,0,1,0,0,0,1,0,0,0,1,0
4778,8586814,Syndicate Sadists,1,1,0,0,0,1,0,0,0,0,0,0,1,1
9241,4469910,The White Dragon,1,1,0,0,1,0,1,0,0,0,1,0,0,1
5582,2202963,Passenger 57,1,1,0,0,0,0,0,0,0,0,0,0,1,0
14781,1026994,The Whole Ten Yards,1,1,0,0,1,1,0,0,0,0,0,0,1,0
30515,26876540,The East is Red,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19800,1666977,Musafir,1,1,0,0,0,1,1,0,0,0,0,0,1,1
33172,2430462,No Escape,1,1,0,0,0,0,1,0,0,0,0,0,1,0
10201,33364558,A Real American Hero,1,1,0,0,0,1,1,0,0,0,0,0,0,0
27592,3116944,Trapped,1,1,0,0,0,0,0,0,0,0,0,0,1,0
40999,13273588,Yellowstone,1,1,0,1,0,1,1,0,0,0,0,0,1,0
32568,31953707,American Strays,1,1,0,0,1,1,1,0,0,1,0,0,0,0
26846,31510651,The Great Smokey Roadblock,1,1,0,0,1,0,0,0,0,0,0,0,0,0
38904,4403025,The Wrong Guy,1,1,0,0,1,0,0,0,0,1,0,0,0,0
41971,76301,Ride the High Country,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6732,3194428,The Mod Squad,1,1,0,0,0,1,0,0,0,0,0,0,1,0
20554,2709182,Murder at 1600,1,1,0,0,0,1,1,0,0,0,0,0,1,0
13358,5338254,Ride Lonesome,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20398,3296570,Derailed,1,1,0,0,0,0,0,0,0,0,0,0,1,0
42169,5714284,The Four Feathers,1,1,1,0,0,0,1,0,0,0,1,0,0,0
25202,27380224,Yuma,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31,2647998,The Human Tornado,1,1,0,0,1,0,0,0,0,0,0,0,0,0
15683,22056357,Traces of Red,1,1,0,0,0,1,1,0,0,0,0,0,1,0
29773,13449620,The Defender,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2781,3569329,Eddie,1,1,0,0,1,0,0,0,0,0,0,0,0,0
31549,1925869,River of No Return,1,1,0,0,0,0,1,0,0,0,0,0,0,0
16567,4658214,Satya,0,1,0,0,0,0,1,0,0,0,0,0,1,1
6315,538995,Shaolin Soccer,1,1,0,0,1,0,0,0,0,0,0,0,0,1
29945,1131323,The Dagger of Kamui,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31541,13093495,Elite Squad,1,1,0,0,0,1,1,0,0,0,0,0,1,1
16079,3747178,North to Alaska,1,1,1,0,1,0,0,0,0,0,1,0,0,0
23560,18269587,Bad Day on the Block,1,1,0,0,0,1,1,0,0,0,0,0,1,0
14465,25080146,St. Ives,1,1,0,0,0,0,0,0,0,0,0,0,1,0
38324,685981,Loaded Weapon 1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
19457,1598127,Rooster Cogburn,1,1,1,0,1,0,0,0,0,0,0,0,0,0
657,250012,Pale Rider,1,1,0,0,0,1,1,0,0,0,0,0,1,0
15591,9129510,Lightspeed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10667,1416397,Hot Shots! Part Deux,1,1,0,0,1,0,0,0,0,0,0,0,0,0
31619,9632030,Mystery Mountain,1,1,1,1,0,0,0,0,0,0,0,0,1,0
22361,20326141,K-9000,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3987,2704622,Juggernaut,1,1,0,0,0,0,0,0,0,0,0,0,1,0
28759,5205275,Jesse James Meets Frankenstein's Daughter,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9728,3818454,Brannigan,1,1,0,0,0,1,0,0,0,0,0,0,1,0
7732,28306726,Timbuktu,1,1,1,0,0,0,1,0,0,0,0,0,0,0
7194,7224803,Walking Tall,1,1,0,0,1,1,1,0,0,0,0,0,1,0
40323,23775053,Trailer Park Boys: Countdown to Liquor Day,1,1,0,0,1,0,0,0,0,0,0,0,0,0
14545,61519,A Tale of Two Cities,1,1,0,1,0,0,1,0,0,0,0,0,0,0
18324,15461322,Riders of the Whistling Skull,1,1,0,1,0,0,0,0,0,0,0,0,0,0
41260,13402594,The Last Lieutenant,0,1,0,0,0,0,1,0,0,0,0,0,0,1
13389,25793288,Sherlock Holmes: A Game of Shadows,1,1,1,0,1,1,1,0,0,0,0,0,1,0
16677,8960868,White Wolves: A Cry in the Wild II,1,1,1,0,0,0,0,1,0,0,0,0,0,0
9251,7379134,Man of La Mancha,0,1,1,0,0,0,1,0,0,0,0,0,0,0
6377,3151839,J.D.'s Revenge,1,1,0,0,0,1,1,0,1,0,0,0,1,0
30877,16957895,The Escapist,1,1,0,0,0,1,1,0,0,1,0,0,1,0
12090,339403,The Omega Man,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21598,5991505,The Shadow,1,1,0,0,0,1,0,0,0,0,0,0,1,0
21893,5482994,Treasure Island,0,1,1,1,0,0,1,1,0,0,0,0,0,0
1940,10988261,Shaolin Handlock,1,1,0,0,0,0,0,0,0,0,0,0,1,1
12423,1558226,Kull the Conqueror,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15056,176730,Anarchists,1,1,0,0,0,0,1,0,0,0,0,0,1,1
15549,15903940,The Bride with White Hair 2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
32487,2308701,Apocalypto,1,1,1,0,0,0,1,0,0,0,0,0,0,0
14801,1680034,Police Academy 5: Assignment Miami Beach,1,1,0,0,1,0,0,0,0,0,0,0,0,0
12486,183740,Duel in the Sun,0,1,0,0,0,0,1,0,0,0,1,0,0,0
71,1765938,Convoy,1,1,0,0,1,0,1,0,0,0,0,0,0,0
24862,665946,The Big Brawl,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26265,9459814,Jet Pilot,1,1,0,0,1,0,1,0,0,0,0,0,0,0
24513,2619545,The Tin Star,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3267,30503750,Angel Town,1,1,0,0,0,0,1,0,0,0,0,0,1,0
18078,25841008,Con Express,1,1,0,0,0,1,0,0,0,0,0,0,1,0
19672,4092144,Riki-Oh: The Story of Ricky,1,1,0,0,0,1,0,0,0,0,0,0,0,1
7960,22158933,Exodus: Tales from the Enchanted Kingdom,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15421,6992985,Knockabout,1,1,0,0,1,0,0,0,0,0,0,0,0,1
42140,2472440,Turbulence,1,1,0,0,0,0,0,0,0,0,0,0,1,0
38057,10641551,Life Gamble,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36756,1247973,Open Range,1,1,0,0,0,0,1,0,0,0,1,0,0,0
16421,4271952,Rob-B-Hood,1,1,0,0,1,0,0,0,0,0,0,0,0,1
17964,2060144,Adventures of Captain Marvel,0,1,0,1,0,0,1,1,0,0,0,0,0,0
29790,7244806,Jade Warrior,1,1,0,0,0,0,0,0,0,0,0,0,1,1
38880,61481,Captain Blood,1,1,1,1,0,0,0,0,0,0,1,0,0,0
566,4501185,Universal Soldier: The Return,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11490,14187360,The Capture,0,1,0,1,0,1,1,0,0,0,0,0,0,0
10146,5676452,The Marksman,1,1,1,0,0,0,0,0,0,0,0,0,1,0
19191,14577078,The Last Siege: Never Surrender,1,1,0,0,0,0,0,0,0,1,0,0,1,0
4613,17595302,Tom Horn,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39165,10304105,Machete,1,1,1,0,1,1,0,0,0,0,0,0,1,0
9035,839705,The Big Hit,1,1,0,0,1,1,0,0,0,0,0,0,0,0
28709,2294746,The Shooting,1,1,0,0,0,0,1,0,0,1,0,0,0,0
316,444919,The Redhead from Wyoming,1,1,0,0,0,0,0,0,0,0,1,0,0,0
29206,8499338,Charlie's Death Wish,1,1,0,0,1,1,1,0,1,0,0,0,1,0
31729,4130836,Mo' Money,1,1,0,0,1,1,0,0,0,0,0,0,1,0
26009,407591,Hulk,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7544,26031336,Bulldog Drummond Comes Back,1,1,0,0,0,0,0,0,0,0,0,0,1,0
17527,17925163,Flying Dagger,0,1,0,0,1,0,0,0,0,0,0,0,0,1
33372,26224556,True Grit,0,1,1,0,0,1,1,0,0,0,0,0,0,0
6413,5080099,The Hot Rock,1,1,0,0,1,1,0,0,0,0,0,0,0,0
25280,12384257,Sagebrush Trail,1,1,0,1,0,0,0,0,0,0,0,0,0,0
22680,28827468,Hero of Rome,1,1,1,0,0,0,1,0,0,0,0,0,0,1
3889,2396120,The Man,1,1,0,0,1,1,0,0,0,0,0,0,0,0
2683,1681132,Harlem Nights,1,1,0,0,1,1,1,0,0,0,0,0,0,0
6440,25458033,Joyride,1,1,1,0,1,1,0,0,0,0,0,0,1,0
2273,4619034,New Fist of Fury,1,1,0,0,0,0,0,0,0,0,0,0,0,1
14859,2664825,Invisible Ghost,0,1,1,1,0,1,0,0,1,0,0,0,1,0
15788,6209219,Covert One: The Hades Factor,1,1,0,0,0,0,0,0,0,0,0,0,1,0
29715,19760679,Death Racers,1,1,0,0,1,0,0,0,1,1,0,0,1,0
37194,255858,Johnny English,1,1,1,0,1,0,0,1,0,0,0,0,1,0
31333,441249,Fitzcarraldo,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6341,301314,Kill Bill Volume 1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
35186,8383276,I Started Liking You,0,1,0,0,0,0,1,0,0,0,1,0,0,1
10171,27677289,The Stranger,1,1,0,0,0,1,0,0,0,0,0,0,1,0
30560,10597970,Invincible Shaolin,1,1,0,0,0,0,0,0,0,0,0,0,0,1
28471,18793682,The Base,1,1,0,0,0,1,1,0,0,0,0,0,1,0
846,3158499,Juice,1,1,0,0,0,1,1,0,1,0,0,0,1,0
2911,1741449,The Young Master,1,1,0,0,1,0,0,0,0,0,0,0,0,1
10879,17384479,Ransom,1,1,0,0,0,0,0,0,0,0,0,0,1,0
12056,1160412,Rambo III,1,1,0,0,0,0,0,0,0,0,0,0,1,0
30918,28969144,All-Star Superman,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29366,652539,Rush Hour 2,1,1,0,0,1,1,0,0,0,0,0,0,1,0
7080,534408,Kill and Kill Again,1,1,0,0,0,0,1,0,0,1,0,0,1,1
21125,4576677,Paid in Full,1,1,0,0,0,1,1,0,0,0,0,0,0,0
33949,9280225,Gang of Roses,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1660,5620636,The Violent Men,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7555,6395094,Once Upon a Time in the Midlands,1,1,0,0,1,0,1,0,0,1,1,0,0,0
1976,2350630,Wake of Death,1,1,0,0,0,1,0,0,0,0,0,0,1,0
30059,3156200,Hang 'Em High,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32986,10210570,UnCivil Liberties,1,1,0,0,0,0,0,0,0,0,0,0,1,0
27281,18640531,Raid on Rommel,0,1,0,0,0,0,0,0,0,0,0,0,0,1
39837,26508343,Seeking Justice,1,1,0,0,0,0,1,0,0,0,0,0,1,0
15380,27211939,Blood Out,1,1,0,0,0,1,0,0,0,0,0,0,1,0
30349,12496727,Flood,1,1,0,0,0,0,1,0,0,0,0,0,1,0
34439,1039871,Enter the Phoenix,1,1,0,0,1,0,0,0,0,0,0,0,0,1
24954,7237781,Rich And Famous,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34815,6049239,Hot Lead and Cold Feet,0,1,0,0,1,0,0,1,0,0,0,0,0,0
14789,4318560,Master of the Flying Guillotine,1,1,0,0,0,0,0,0,0,0,0,0,0,1
806,2080306,Drop Zone,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11616,5676495,7 Seconds,1,1,0,0,0,1,0,0,0,0,0,0,1,0
15501,5660641,The Magic Sword,0,1,1,0,0,0,0,1,0,0,0,0,0,0
35015,284697,The Rundown,1,1,1,0,1,0,0,0,0,0,0,0,1,0
35498,6981094,War Hunt,1,1,0,0,0,0,1,0,0,0,0,0,0,0
16442,8949311,Hammer,1,1,0,0,0,1,1,0,0,0,0,0,0,0
21463,24397723,Jolly Roger: Massacre at Cutter's Cove,0,1,0,0,0,0,0,0,1,0,0,0,0,0
38290,24737580,Final Assignment,1,1,0,0,0,0,0,0,0,0,0,0,1,0
7398,12230524,Cold Steel,1,1,0,0,0,1,1,0,0,0,0,0,1,0
12520,1126356,Mr. Majestyk,1,1,0,0,0,1,0,0,0,0,0,0,1,0
22665,25079696,Ski Troop Attack,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4996,11120431,Action in the North Atlantic,1,1,0,1,0,0,1,0,0,0,0,0,0,0
36906,8586622,Planet Terror,1,1,0,0,0,0,0,0,1,1,0,0,1,0
1572,545187,Volcano,1,1,0,0,0,0,1,0,0,0,0,0,1,0
24959,2792491,Anna In Kungfuland,0,1,0,0,1,0,1,0,0,0,1,0,0,1
6114,9609346,The Vanishing Legion,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2502,5375472,Christopher Columbus: The Discovery,0,1,1,0,0,0,1,0,0,0,0,0,0,0
18540,4232814,In Hell,1,1,0,0,0,1,1,0,0,0,0,0,1,0
21095,4753550,12 Days of Terror,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2793,16970911,Crossplot,1,1,1,0,1,0,0,0,0,0,0,0,1,0
10787,10617974,Mr. Natwarlal,0,1,0,0,0,0,1,0,0,0,1,0,0,1
18172,3610422,'Neath the Arizona Skies,1,1,0,1,0,0,0,0,0,0,0,0,0,0
35563,11544091,To Brave Alaska,0,1,1,0,0,0,1,0,0,0,0,0,0,0
21980,2917795,Innocent Blood,1,1,0,0,1,0,0,0,1,0,0,0,1,0
21049,8695018,Vigilante Force,1,1,0,0,0,0,1,0,0,0,0,0,1,0
5977,2707573,Moon 44,1,1,1,0,0,0,0,0,0,1,0,0,1,1
19047,2110936,Navy SEALs,1,1,0,0,0,0,0,0,0,0,0,0,1,0
24161,5676692,Iron Man,1,1,0,0,0,0,0,0,0,0,0,0,1,0
7399,20996974,The Expendables,1,1,0,0,0,0,0,0,0,0,0,0,1,0
17439,1546725,Returner,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15460,2797150,A Low Down Dirty Shame,1,1,0,0,1,1,0,0,0,0,0,0,0,0
17823,2056500,Running Scared,1,1,0,0,1,1,0,0,0,0,0,0,1,0
29682,1732642,Night Watch,1,1,0,0,0,0,0,0,1,0,0,0,1,1
30792,11407333,Combat Shock,1,1,0,0,0,1,1,0,1,0,0,0,1,0
34685,12592136,Confess,1,1,0,0,0,0,1,0,0,1,0,0,1,0
40530,21651467,Cyclone,1,1,0,0,0,1,0,0,0,0,0,0,1,0
13368,32467498,Lone Hero,1,1,0,0,0,0,0,0,0,0,0,0,1,0
32377,31309330,14 Hours,1,1,0,0,0,0,1,0,0,0,0,0,1,0
28569,27961361,The Stool Pigeon,1,1,0,0,0,0,1,0,0,0,0,0,1,1
33036,105397,The Toxic Avenger,0,1,0,0,1,0,0,0,1,1,0,0,0,0
34548,2694167,The Myth,1,1,1,0,1,0,1,0,0,0,0,0,0,1
40473,267848,Scarface,1,1,0,0,0,1,1,0,0,0,0,0,1,0
15828,5700623,Superman II: The Richard Donner Cut,1,1,0,0,0,0,0,1,0,0,1,0,0,0
32270,5165272,Angel's Dance,1,1,0,0,1,0,0,0,0,1,0,0,1,0
7661,23531909,Company Business,1,1,0,0,1,0,0,0,0,0,0,0,1,0
3484,24013376,Carriers,0,1,0,0,0,0,1,0,1,0,0,0,1,0
13536,25121615,Gunless,1,1,0,0,1,0,1,0,0,0,0,0,0,0
39296,22050847,An Empress and the Warriors,1,1,0,0,0,0,1,0,0,0,1,0,0,1
6420,3584576,Ride a Crooked Trail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18770,690131,Bad Girls,0,1,0,0,0,0,0,0,0,0,0,0,0,0
555,16647548,Fixed Bayonets!,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5427,30273080,Atlantic Flight,1,1,1,0,0,0,1,0,0,0,0,0,0,0
28218,18793990,The Base 2: Guilty as Charged,1,1,0,0,0,0,0,0,0,0,0,0,1,0
32745,25862453,The Amazing Spider-Man,1,1,1,0,0,0,1,0,0,0,0,0,1,0
31473,2621073,Willie Dynamite,1,1,0,0,0,1,1,0,0,0,0,0,0,0
29307,5119941,Bloody Mallory,1,1,0,0,1,0,0,0,1,0,0,0,1,1
5604,638349,The Hindenburg,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3080,600194,Cool World,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13870,2687974,The Legend of Drunken Master,1,1,0,0,1,0,0,0,0,0,0,0,0,1
40580,1140398,Blue Thunder,1,1,0,0,0,1,1,0,0,0,0,0,1,0
10930,1482867,So Proudly We Hail!,1,1,0,1,0,0,1,0,0,0,0,0,0,0
7763,570221,Godzilla vs. Mechagodzilla,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17872,6181138,The Ambushers,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33573,2564144,Crocodile Dundee in Los Angeles,1,1,1,0,1,0,1,0,0,0,0,0,0,1
11795,1728600,Series 7: The Contenders,1,1,0,0,1,0,0,0,0,0,0,0,1,0
4666,6643402,If Looks Could Kill - Teen Agent,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24950,10915044,House of Traps,1,1,0,0,0,0,0,0,0,0,0,0,0,1
35772,5883171,S.O.S. Coast Guard,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16891,1826578,The Art of War,1,1,0,0,0,0,0,0,0,0,0,0,1,0
36383,15607591,The Climb: Behind the Scenes,0,1,1,0,0,0,1,0,0,1,0,0,0,0
36483,23691191,Twilight in the Sierras,1,1,0,0,0,1,0,0,0,0,0,0,0,0
26735,14212173,Police Assassins,1,1,0,0,0,1,0,0,0,0,0,0,0,1
36796,4158539,Who's the Man?,1,1,0,0,1,0,0,0,0,0,0,0,0,0
29625,28210820,Meek's Cutoff,0,1,0,0,0,0,1,0,0,1,0,0,0,1
31097,67415,Hard to Kill,1,1,0,0,0,0,0,0,0,0,0,0,1,0
29909,2161222,Sarkar,0,1,0,0,0,1,1,0,0,0,0,0,1,1
26062,1336308,Sin City,1,1,0,1,0,1,1,0,0,0,0,0,1,0
16806,15264095,Springfield Rifle,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33303,23524192,The Karate Kid,1,1,0,0,0,0,1,1,0,0,0,0,0,0
20307,7128210,Fatal Beauty,1,1,0,0,1,1,1,0,0,0,0,0,1,0
41064,3394852,Wanted: Dead or Alive,1,1,0,0,0,1,0,0,0,0,0,0,1,0
27227,1122030,Midnight Run,1,1,0,0,1,1,0,0,0,0,0,0,1,0
6035,13764296,Last Stop for Paul,0,1,1,0,1,0,0,0,0,1,0,0,0,0
28732,11467786,Return of Sabata,1,1,0,0,0,0,0,0,0,0,0,0,0,1
36388,2983487,Ultraviolet,1,1,0,0,0,0,0,0,0,0,0,0,1,0
22212,12813606,Double Agent 73,1,1,0,0,1,0,0,0,0,0,0,0,0,0
12155,7213804,Submarine Attack,1,1,1,0,0,0,0,0,0,0,0,0,0,1
33343,1031588,Flesh & Blood,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15488,3146483,The Glass House,1,1,0,0,0,1,1,0,0,0,0,0,1,0
23064,14241872,Dragonball Evolution,1,1,1,0,0,0,0,0,0,0,0,0,0,0
28393,2998375,The Mark of Zorro,0,1,1,0,0,0,0,0,0,0,0,0,0,0
31403,246658,Bwana Devil,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1582,22667247,Bodyguards and Assassins,1,1,1,0,0,0,1,0,0,0,0,0,1,1
22919,1308068,The Mack,1,1,0,0,0,1,1,0,0,0,0,0,1,0
34887,3676302,Tokyo Fist,1,1,0,0,0,0,1,0,1,0,1,0,1,1
12382,966552,Billy Jack,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1474,6851815,Jimmy and Judy,1,1,0,0,0,1,0,0,0,1,0,0,1,0
11781,13956883,Annie Oakley,0,1,0,1,0,0,1,0,0,0,0,0,0,0
29289,6663412,Severance,1,1,0,0,1,0,0,0,1,0,0,0,1,0
13632,16385924,The Sting II,1,1,0,0,1,1,1,0,0,0,0,0,0,0
35751,13145083,On Guard,0,1,1,0,0,0,0,0,0,0,0,0,0,1
18241,8527820,Flight of Fury,1,1,0,0,0,0,0,0,0,0,0,0,1,0
25859,4037152,They Call Me Bruce?,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2085,19112117,"You Shoot, I Shoot",0,1,0,0,1,0,0,0,0,0,0,0,0,1
38054,180241,Sanjuro,0,1,1,1,1,0,1,0,0,0,0,0,0,1
33900,5501808,Wild Rovers,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14682,820919,Spies Like Us,1,1,0,0,1,0,0,0,0,0,0,0,0,0
32146,1311098,Short Circuit 2,1,1,0,0,1,1,0,1,0,0,0,0,0,0
14747,1252047,Sneakers,1,1,0,0,1,1,0,0,0,0,0,0,1,0
12495,32826498,The Yellow Rose of Texas,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3146,1024792,Police Story 3: Super Cop,1,1,0,0,1,1,0,0,0,0,0,0,1,1
36292,15288104,Embryo,1,1,0,0,0,0,0,0,1,0,0,0,1,0
3324,4827986,Natural City,0,1,0,0,0,0,0,0,0,0,0,0,1,1
32638,30786877,Sniper: Reloaded,1,1,0,0,0,0,0,0,0,0,0,0,1,0
8811,4391702,Dragon Lord,1,1,0,0,1,0,0,0,0,0,0,0,0,1
10987,9492034,Sultanat,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36795,17775028,Tarzan and the Trappers,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25707,24731835,RoboGeisha,1,1,0,0,1,0,0,0,1,0,0,0,0,1
19576,6465014,Three Fugitives,1,1,0,0,1,0,0,0,0,0,0,0,0,0
35983,12555863,Heat,1,1,0,0,0,1,1,0,0,0,0,0,1,0
149,2608958,Nothing to Lose,1,1,0,0,1,1,0,0,0,0,0,0,0,0
28869,10556722,Astro Boy,1,1,1,0,0,0,0,1,0,0,0,0,0,1
41515,23316605,Direct Action,1,1,0,0,0,1,0,0,0,0,0,0,1,0
4402,8917454,Agent X44,1,1,0,0,1,0,0,0,0,0,0,0,1,1
28585,311765,Batman: Mask of the Phantasm,1,1,0,0,0,0,0,0,0,0,0,0,1,0
39364,9114950,Fight Club - Members Only,1,1,0,0,1,0,1,0,0,0,0,0,0,1
24005,5078515,You Only Live Twice,1,1,0,0,0,0,0,0,0,0,0,0,1,0
33713,4199566,Dark Kingdom: The Dragon King,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2211,23666508,Hercules and the Princess of Troy,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18866,3151903,Coogan's Bluff,1,1,0,0,0,1,1,0,0,0,0,0,1,0
21995,26759941,Caravans,1,1,1,0,0,0,1,0,0,0,0,0,0,0
14502,1830431,The Legend of Zorro,1,1,1,0,0,0,0,0,0,0,0,0,0,0
40032,3043980,Pit Fighter,1,1,0,0,0,0,1,0,0,0,0,0,1,1
41908,16578764,The A-Team,1,1,1,0,0,0,0,0,0,0,0,0,1,0
20678,1348590,The Protector,1,1,0,0,0,1,1,0,0,0,0,0,0,0
42151,3762624,Navajo Joe,1,1,0,0,0,0,0,0,0,0,0,0,0,0
